COMMON NAME,LATITUDE,LONGITUDE,COUNTY CODE,OBSERVATION DATE,MONTH,COUNTRY CODE,STATE,STATE CODE,COUNTY,LOCALITY,LOCALITY ID,OBSERVER ID,GLOBAL UNIQUE IDENTIFIER
Spotted x Eastern Towhee (hybrid),42.7393969,-96.9544814,US-SD-027,5/30/12,5,US,South Dakota,US-SD,Clay,Frost Wilderness Area,L1530753,obsr150509,URN:CornellLabOfOrnithology:EBIRD:OBS154945568
Spotted x Eastern Towhee (hybrid),39.4000043,-94.262683,US-MO-047,5/4/13,5,US,Missouri,US-MO,Clay,Watkins Mill SP,L351627,obsr162507,URN:CornellLabOfOrnithology:EBIRD:OBS194820666
Spotted x Eastern Towhee (hybrid),38.0729604,-103.0172539,US-CO-011,5/10/13,5,US,Colorado,US-CO,Bent,John Martin Reservoir,L109299,obsr234797,URN:CornellLabOfOrnithology:EBIRD:OBS195777633
Spotted x Eastern Towhee (hybrid),46.8639358,-96.9088473,US-ND-017,5/13/13,5,US,North Dakota,US-ND,Cass,Elmwood Park,L1773736,obsr132344,URN:CornellLabOfOrnithology:EBIRD:OBS196327970
Spotted x Eastern Towhee (hybrid),47.8843004,-97.0320078,US-ND-035,5/15/13,5,US,North Dakota,US-ND,Grand Forks,Home 417 Terrace Drive,L423112,obsr51867,URN:CornellLabOfOrnithology:EBIRD:OBS196901356
Spotted x Eastern Towhee (hybrid),40.8438139,-102.7554274,US-CO-075,5/26/13,5,US,Colorado,US-CO,Logan,Tamarack Ranch SWA--385 Rd,L683049,obsr308869,URN:CornellLabOfOrnithology:EBIRD:OBS199374144
Spotted x Eastern Towhee (hybrid),38.1572368,-98.491745,US-KS-185,5/6/14,5,US,Kansas,US-KS,Stafford,Quivira NWR ,L952828,obsr291748,URN:CornellLabOfOrnithology:EBIRD:OBS251123184
Spotted x Eastern Towhee (hybrid),40.0853843,-102.2761784,US-CO-125,5/14/14,5,US,Colorado,US-CO,Yuma,Stalker Lake SWA,L271803,obsr234797,URN:CornellLabOfOrnithology:EBIRD:OBS253541649
Spotted x Eastern Towhee (hybrid),47.9433358,-97.0280421,US-MN-119,5/14/14,5,US,Minnesota,US-MN,Polk,My yard,L792862,obsr197286,URN:CornellLabOfOrnithology:EBIRD:OBS253967978
Spotted x Eastern Towhee (hybrid),40.118269,-98.6508322,US-NE-181,5/14/14,5,US,Nebraska,US-NE,Webster,500 x J,L2385711,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS255421713
Spotted x Eastern Towhee (hybrid),38.3241485,-102.7062937,US-CO-061,5/15/14,5,US,Colorado,US-CO,Kiowa,Neenoshe Reservoir--Locust Grove,L267331,obsr234797,URN:CornellLabOfOrnithology:EBIRD:OBS253816282
Spotted x Eastern Towhee (hybrid),40.355039,-105.1014785,US-CO-069,5/22/14,5,US,Colorado,US-CO,Larimer,My Garden,L1240045,obsr275593,URN:CornellLabOfOrnithology:EBIRD:OBS255775899
Spotted x Eastern Towhee (hybrid),40.9836738,-102.250886,US-CO-115,5/24/14,5,US,Colorado,US-CO,Sedgwick,DePoorter Lake,L2266538,obsr234797,URN:CornellLabOfOrnithology:EBIRD:OBS256080697
Spotted x Eastern Towhee (hybrid),41.8992266,-100.2983522,US-NE-171,5/13/15,5,US,Nebraska,US-NE,Thomas,Camp Halsey,L480051,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS319492051
Spotted x Eastern Towhee (hybrid),42.7856125,-100.925922,US-NE-031,5/15/15,5,US,Nebraska,US-NE,Cherry,Anderson Bridge WMA,L1833657,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS320278847
Spotted x Eastern Towhee (hybrid),42.8073659,-100.6662655,US-NE-031,5/16/15,5,US,Nebraska,US-NE,Cherry,Niobrara River--Hwy 97 crossing,L2647315,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS320432862
Spotted x Eastern Towhee (hybrid),40.9608936,-102.3877931,US-CO-115,5/24/15,5,US,Colorado,US-CO,Sedgwick,Ovid (town),L159704,obsr234797,URN:CornellLabOfOrnithology:EBIRD:OBS322515397
Spotted x Eastern Towhee (hybrid),40.6835345,-99.291687,US-NE-019,5/1/16,5,US,Nebraska,US-NE,Buffalo,Coot Shallows WMA,L605979,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS397384171
Spotted x Eastern Towhee (hybrid),41.4069112,-97.082963,US-NE-037,5/7/16,5,US,Nebraska,US-NE,Colfax,Whitetail WMA,L558754,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS400026038
Spotted x Eastern Towhee (hybrid),41.558942,-94.7914161,US-IA-009,5/21/17,5,US,Iowa,US-IA,Audubon,Littlefield Park,L1420601,obsr137437,URN:CornellLabOfOrnithology:EBIRD:OBS503106065
Spotted x Eastern Towhee (hybrid),40.6875209,-99.3833542,US-NE-019,5/23/17,5,US,Nebraska,US-NE,Buffalo,Blue Hole WMA,L597668,obsr286572,URN:CornellLabOfOrnithology:EBIRD:OBS532757448
Spotted x Eastern Towhee (hybrid),41.1021827,-101.1073152,US-NE-111,5/26/17,5,US,Nebraska,US-NE,Lincoln,Sutherland Reservoir,L1502426,obsr59213,URN:CornellLabOfOrnithology:EBIRD:OBS504725689
Spotted x Eastern Towhee (hybrid),39.8390403,-100.4899263,US-KS-039,5/27/17,5,US,Kansas,US-KS,Decatur,Sappa Park,L908594,obsr102204,URN:CornellLabOfOrnithology:EBIRD:OBS505371464
Spotted x Eastern Towhee (hybrid),41.1522721,-101.0786907,US-NE-111,5/28/17,5,US,Nebraska,US-NE,Lincoln,Alberta's Farm,L5897677,obsr286572,URN:CornellLabOfOrnithology:EBIRD:OBS532757949
Spotted x Eastern Towhee (hybrid),40.2853032,-103.6972878,US-CO-087,5/29/17,5,US,Colorado,US-CO,Morgan,Jean K Tool SWA,L2202732,obsr286572,URN:CornellLabOfOrnithology:EBIRD:OBS532756049
Spotted x Eastern Towhee (hybrid),40.3203325,-103.5928598,US-CO-087,5/30/17,5,US,Colorado,US-CO,Morgan,Cottonwood SWA,L2860252,obsr286572,URN:CornellLabOfOrnithology:EBIRD:OBS532756264
Spotted x Eastern Towhee (hybrid),38.202305,-102.486874,US-CO-099,5/9/18,5,US,Colorado,US-CO,Prowers,"May Ranch, PCR SS and Sandy Creek",L6817553,obsr234797,URN:CornellLabOfOrnithology:EBIRD:OBS614884469
Spotted x Eastern Towhee (hybrid),42.3749369,-98.1180811,US-NE-003,5/10/18,5,US,Nebraska,US-NE,Antelope,Grove Lake,L1169189,obsr1006586,URN:CornellLabOfOrnithology:EBIRD:OBS615758275
Spotted x Eastern Towhee (hybrid),46.8215831,-100.7496251,US-ND-015,5/12/18,5,US,North Dakota,US-ND,Burleigh,Bismarck--Sleepy Hollow Park,L720872,obsr160292,URN:CornellLabOfOrnithology:EBIRD:OBS617587768
Spotted x Eastern Towhee (hybrid),40.9642642,-98.8602938,US-NE-019,5/25/18,5,US,Nebraska,US-NE,Buffalo,Birdland Farm,L8020394,obsr1169011,URN:CornellLabOfOrnithology:EBIRD:OBS884560885
Spotted x Eastern Towhee (hybrid),40.7778604,-96.7609477,US-NE-109,5/7/19,5,US,Nebraska,US-NE,Lancaster,Pioneers Park,L690000,obsr297531,URN:CornellLabOfOrnithology:EBIRD:OBS754181229
Spotted x Eastern Towhee (hybrid),44.88148,-93.68377,US-MN-019,5/8/19,5,US,Minnesota,US-MN,Carver,Carver Park Reserve--Lowry Nature Center,L355352,obsr489062,URN:CornellLabOfOrnithology:EBIRD:OBS754575815
Spotted x Eastern Towhee (hybrid),41.848056,-99.2162552,US-NE-071,5/15/19,5,US,Nebraska,US-NE,Garfield,Homestead Knolls Campground,L9270482,obsr100116,URN:CornellLabOfOrnithology:EBIRD:OBS759333968
Spotted x Eastern Towhee (hybrid),48.55967,-102.636961,US-ND-013,5/27/19,5,US,North Dakota,US-ND,Burke,"pL High School Hillcrest Ave, Powers Lake US-ND (48.5597,-102.6370)",L9356169,obsr444697,URN:CornellLabOfOrnithology:EBIRD:OBS768932729
Spotted x Eastern Towhee (hybrid),41.715724,-96.6908026,US-NE-053,5/4/20,5,US,Nebraska,US-NE,Dodge,Dead Timber SRA,L775246,obsr530166,URN:CornellLabOfOrnithology:EBIRD:OBS911839815
Spotted x Eastern Towhee (hybrid),46.8334165,-100.8324189,US-ND-015,5/5/20,5,US,North Dakota,US-ND,Burleigh,Ducks Unlimited Bismarck,L5052029,obsr208437,URN:CornellLabOfOrnithology:EBIRD:OBS913160139
Spotted x Eastern Towhee (hybrid),40.836002,-98.341282,US-NE-079,5/9/20,5,US,Nebraska,US-NE,Hall,"W Camp Augustine Rd, Grand Island US-NE (40.8360,-98.3413)",L9244100,obsr623695,URN:CornellLabOfOrnithology:EBIRD:OBS916415481
Spotted x Eastern Towhee (hybrid),43.4175514,-95.1362324,US-IA-059,5/12/20,5,US,Iowa,US-IA,Dickinson,Center Lake WMA,L11424653,obsr990753,URN:CornellLabOfOrnithology:EBIRD:OBS919948933
Spotted x Eastern Towhee (hybrid),42.6034837,-96.7150068,US-NE-051,5/24/20,5,US,Nebraska,US-NE,Dixon,Ponca SP,L863472,obsr141649,URN:CornellLabOfOrnithology:EBIRD:OBS931107674
Spotted x Eastern Towhee (hybrid),42.88892,-100.3137589,US-NE-031,5/1/21,5,US,Nebraska,US-NE,Cherry,Smith Falls SP,L785210,obsr1006586,URN:CornellLabOfOrnithology:EBIRD:OBS1153259845
Spotted x Eastern Towhee (hybrid),44.7428927,-93.2511377,US-MN-037,5/2/21,5,US,Minnesota,US-MN,Dakota,Alimagnet Lake Park,L2721283,obsr518553,URN:CornellLabOfOrnithology:EBIRD:OBS1151987423
Spotted x Eastern Towhee (hybrid),41.4137746,-96.8673858,US-NE-155,5/4/21,5,US,Nebraska,US-NE,Saunders,County Road 30 (Saunders County),L11780368,obsr297531,URN:CornellLabOfOrnithology:EBIRD:OBS1142297469
Spotted x Eastern Towhee (hybrid),44.524969,-94.908524,US-MN-129,5/5/21,5,US,Minnesota,US-MN,Renville,"64462 645th Ave, Franklin US-MN 44.52497, -94.90852",L14759058,obsr788663,URN:CornellLabOfOrnithology:EBIRD:OBS1143130728
Spotted x Eastern Towhee (hybrid),40.0709514,-99.2026055,US-NE-083,5/5/21,5,US,Nebraska,US-NE,Harlan,River's Edge Nature Trail,L7390425,obsr530166,URN:CornellLabOfOrnithology:EBIRD:OBS1143292488
Spotted x Eastern Towhee (hybrid),40.377048,-103.500871,US-CO-087,5/8/21,5,US,Colorado,US-CO,Morgan,"34101–34123 County Road W7, Snyder US-CO 40.37705, -103.50087",L14835407,obsr728125,URN:CornellLabOfOrnithology:EBIRD:OBS1149050409
Spotted x Eastern Towhee (hybrid),46.8647042,-102.8327789,US-ND-089,5/11/21,5,US,North Dakota,US-ND,Stark,"10 Patterson Lake Drive 46.865, -102.83",L6495071,obsr215647,URN:CornellLabOfOrnithology:EBIRD:OBS1152281642
Spotted x Eastern Towhee (hybrid),40.7323895,-97.0015743,US-NE-159,5/12/21,5,US,Nebraska,US-NE,Seward,Council Oak Road,L10126604,obsr148821,URN:CornellLabOfOrnithology:EBIRD:OBS1153393056
Spotted x Eastern Towhee (hybrid),41.9315285,-97.2846222,US-NE-167,5/14/21,5,US,Nebraska,US-NE,Stanton,Wood Duck WMA--woods,L638651,obsr355251,URN:CornellLabOfOrnithology:EBIRD:OBS1155330738
Spotted x Eastern Towhee (hybrid),39.61351,-102.222,US-CO-125,5/15/21,5,US,Colorado,US-CO,Yuma,South Republican SWA--Foster Grove,L340233,obsr308869,URN:CornellLabOfOrnithology:EBIRD:OBS1157242418
Spotted x Eastern Towhee (hybrid),40.7676717,-96.7177963,US-NE-109,5/16/21,5,US,Nebraska,US-NE,Lancaster,Wilderness Park,L868276,obsr396947,URN:CornellLabOfOrnithology:EBIRD:OBS1159349077
Spotted x Eastern Towhee (hybrid),40.549149,-97.633709,US-NE-059,5/17/21,5,US,Nebraska,US-NE,Fillmore,"1461–1499 Road 11, Geneva US-NE 40.54915, -97.63371",L14989252,obsr355251,URN:CornellLabOfOrnithology:EBIRD:OBS1159423536
Spotted x Eastern Towhee (hybrid),41.301458,-101.988163,US-NE-101,5/21/21,5,US,Nebraska,US-NE,Keith,Lake McConaughy—Omaha Beach Campground,L14281799,obsr355251,URN:CornellLabOfOrnithology:EBIRD:OBS1162779257
Spotted x Eastern Towhee (hybrid),50.40236,-101.277599,CA-MB-FN,5/22/21,5,CA,Manitoba,CA-MB,Western Manitoba Westman,"Fort Ellice Rd, McAuley CA-MB 50.40236, -101.27760",L15091859,obsr180407,URN:CornellLabOfOrnithology:EBIRD:OBS1166317892
Spotted x Eastern Towhee (hybrid),50.402625,-101.277592,CA-MB-FN,5/23/21,5,CA,Manitoba,CA-MB,Western Manitoba Westman,NCC field house to upper pasture/prairie and back,L15092022,obsr1123809,URN:CornellLabOfOrnithology:EBIRD:OBS1166948920
Spotted x Eastern Towhee (hybrid),42.7824611,-100.0353876,US-NE-017,5/23/21,5,US,Nebraska,US-NE,Brown,"NVP West Trail, Johnstown, Nebraska, US (42.782, -100.035)",L7653479,obsr716665,URN:CornellLabOfOrnithology:EBIRD:OBS1165355410
Spotted x Eastern Towhee (hybrid),41.2150002,-101.6624985,US-NE-101,5/25/21,5,US,Nebraska,US-NE,Keith,Lake Ogallala,L140453,obsr2522360,URN:CornellLabOfOrnithology:EBIRD:OBS1303522922
Spotted x Eastern Towhee (hybrid),40.036249,-99.3341088,US-NE-083,5/29/21,5,US,Nebraska,US-NE,Harlan,Harlan County Lake--Prairie Dog Bay area,L5155141,obsr355251,URN:CornellLabOfOrnithology:EBIRD:OBS1170459184
Spotted x Eastern Towhee (hybrid),41.0902197,-97.9963303,US-NE-121,5/1/22,5,US,Nebraska,US-NE,Merrick,Dark Island Trail--Merrick side,L2187962,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS1413181086
Spotted x Eastern Towhee (hybrid),41.020017,-96.376992,US-NE-155,5/2/22,5,US,Nebraska,US-NE,Saunders,"2002 Paddock Rd, Ashland US-NE 41.02002, -96.37699",L15211298,obsr717194,URN:CornellLabOfOrnithology:EBIRD:OBS1412131317
Spotted x Eastern Towhee (hybrid),40.0923214,-101.7615509,US-NE-057,5/3/22,5,US,Nebraska,US-NE,Dundy,Rock Creek SRA,L770351,obsr234797,URN:CornellLabOfOrnithology:EBIRD:OBS1414000806
Spotted x Eastern Towhee (hybrid),41.3482269,-96.0545874,US-NE-055,5/10/22,5,US,Nebraska,US-NE,Douglas,Glenn Cunningham Lake,L1418317,obsr297531,URN:CornellLabOfOrnithology:EBIRD:OBS1423134681
Spotted x Eastern Towhee (hybrid),43.93435,-76.8652,CA-ON-PE,5/19/22,5,CA,Ontario,CA-ON,Prince Edward,43.9344 X -76.8652,L3142352,obsr335718,URN:CornellLabOfOrnithology:EBIRD:OBS1435628558
Spotted x Eastern Towhee (hybrid),39.6301588,-102.1430449,US-CO-125,5/24/22,5,US,Colorado,US-CO,Yuma,South Republican SWA--Hale Crossroads,L2837800,obsr216958,URN:CornellLabOfOrnithology:EBIRD:OBS1441553228
Spotted x Eastern Towhee (hybrid),41.2285718,-103.8267231,US-NE-105,5/26/22,5,US,Nebraska,US-NE,Kimball,Oliver Reservoir SRA,L479513,obsr234797,URN:CornellLabOfOrnithology:EBIRD:OBS1443352891
Spotted x Eastern Towhee (hybrid),48.9486265,-100.5232809,US-ND-009,6/13/09,6,US,North Dakota,US-ND,Bottineau,Turtle Mtns.--Mystical Horizons,L940631,obsr51867,URN:CornellLabOfOrnithology:EBIRD:OBS1346031401
Spotted x Eastern Towhee (hybrid),48.9578591,-100.1942248,US-ND-009,6/17/09,6,US,North Dakota,US-ND,Bottineau,Turtle Mtns Bottineau County,L17772066,obsr51867,URN:CornellLabOfOrnithology:EBIRD:OBS1343964305
Spotted x Eastern Towhee (hybrid),49.8442369,-102.3960848,CA-SK-ON,6/27/11,6,CA,Saskatchewan,CA-SK,Estevan,"Moose Mountain PP (general area, try to use more specific hotspots)",L371173,obsr606943,URN:CornellLabOfOrnithology:EBIRD:OBS1051674882
Spotted x Eastern Towhee (hybrid),39.8873801,-98.9492103,US-KS-183,6/17/12,6,US,Kansas,US-KS,Smith,SMCP38 020,L1589609,obsr163285,URN:CornellLabOfOrnithology:EBIRD:OBS156569436
Spotted x Eastern Towhee (hybrid),42.7717152,-98.4423494,US-NE-015,6/18/12,6,US,Nebraska,US-NE,Boyd,Redbird Bridge,L903695,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS156763416
Spotted x Eastern Towhee (hybrid),42.7557728,-98.4387875,US-NE-089,6/18/12,6,US,Nebraska,US-NE,Holt,Redbird WMA,L903689,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS156762980
Spotted x Eastern Towhee (hybrid),42.7201396,-99.588114,US-NE-149,6/19/12,6,US,Nebraska,US-NE,Rock,Fred Thomas WMA,L738390,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS156765086
Spotted x Eastern Towhee (hybrid),42.8231377,-100.1343727,US-NE-103,6/13/14,6,US,Nebraska,US-NE,Keya Paha,Mule Shoe Creek Road x River Road,L2923002,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS259923702
Spotted x Eastern Towhee (hybrid),41.8092444,-99.143908,US-NE-071,6/14/14,6,US,Nebraska,US-NE,Garfield,Pebble Creek Road,L1252812,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS259956651
