Recording_ID,Latitude,Longitude,Source,Species,Recordist,Date
110627651,30.1373706,-83.8392448,ML,Eastern Towhee,Daphne Asbell,8/12/2018
110666651,40.1824734,-88.4262085,ML,Eastern Towhee,Thomas Anderson,8/12/2018
110699671,40.2166355,-87.3341417,ML,Eastern Towhee,Dave Slager,3/19/2018
111074501,40.0653229,-87.9867235,ML,Eastern Towhee,Thomas Anderson,8/6/2018
111229831,42.7226486,-73.2785511,ML,Eastern Towhee,Noah Henkenius,7/4/2018
111311101,37.7586099,-78.4301949,ML,Eastern Towhee,Shea Tiller,5/5/2018
111598211,40.1824734,-88.4262085,ML,Eastern Towhee,Thomas Anderson,8/19/2018
112239561,42.4823751,-84.0565045,ML,Eastern Towhee,Bob Bethune,8/22/2018
112252581,38.763807,-92.179189,ML,Eastern Towhee,Kai Frueh,7/17/2018
112264121,39.0990182,-92.5057626,ML,Eastern Towhee,Kai Frueh,7/24/2018
112564631,40.2482361,-75.3392329,ML,Eastern Towhee,Andrew Dolan,7/31/2018
113071491,40.989171,-87.489914,ML,Eastern Towhee,Henry Burton,7/3/2018
114160491,39.6380669,-91.4417195,ML,Eastern Towhee,Cory Gregory,8/17/2018
114967781,42.2930453,-76.6550678,ML,Eastern Towhee,Brad Walker,9/15/2018
119378921,35.83866,-75.5717,ML,Eastern Towhee,Christine Stoughton Root,10/17/2018
122148421,42.639067,-80.548375,ML,Eastern Towhee,Frank Pinilla,6/17/2018
122195631,40.4392518,-73.9869263,ML,Eastern Towhee,Linda L. Stehlik,4/24/2011
122311611,40.4392518,-73.9869263,ML,Eastern Towhee,Linda L. Stehlik,6/3/2010
127567931,40.7460974,-80.0270426,ML,Eastern Towhee,Clark Teeman,5/2/2011
130265941,42.2774083,-76.6636598,ML,Eastern Towhee,Carolyn Cahill,6/12/2018
132974451,40.7754935,-72.8810839,ML,Eastern Towhee,Eric Zawatski,5/17/2018
136835761,44.3354061,-69.1767025,ML,Eastern Towhee,Fyn Kynd,5/4/2018
136841551,44.3219071,-69.173964,ML,Eastern Towhee,Fyn Kynd,5/9/2017
137554551,39.1069677,-96.6083997,ML,Eastern Towhee,Eric DeFonso <U+0001F991>,5/12/2017
137826321,40.7460974,-80.0270426,ML,Eastern Towhee,Clark Teeman,4/30/2016
137844281,40.7460974,-80.0270426,ML,Eastern Towhee,Clark Teeman,6/29/2016
141156021,30.0697161,-81.5088907,ML,Eastern Towhee,Shane Carroll,2/17/2019
141318681,40.7410305,-80.0266135,ML,Eastern Towhee,Clark Teeman,4/10/2017
142232441,32.8073499,-79.9884939,ML,Eastern Towhee,Marc Regnier,2/23/2019
142235231,30.4546718,-84.2718022,ML,Eastern Towhee,Natasza Fontaine,2/21/2019
142238831,30.444382,-84.1754436,ML,Eastern Towhee,Natasza Fontaine,2/22/2019
142846981,30.618921,-83.974091,ML,Eastern Towhee,Daphne Asbell,2/24/2019
144802861,40.7460974,-80.0270426,ML,Eastern Towhee,Clark Teeman,4/12/2016
144895491,39.6441559,-76.0857564,ML,Eastern Towhee,Mark R Johnson,3/11/2019
145810191,39.060227,-76.727605,ML,Eastern Towhee,Elissa Weidaw,3/17/2019
146087721,39.6956609,-76.4707369,ML,Eastern Towhee,Eric  Walther,3/15/2019
146370181,30.405002,-83.907375,ML,Eastern Towhee,Daphne Asbell,3/20/2019
146832191,26.5575107,-81.4655674,ML,Eastern Towhee,Hugh Whelan,3/23/2019
147082541,31.21943,-91.93938,ML,Eastern Towhee,Robert Dobbs,3/11/2019
147306471,35.9814175,-86.5305352,ML,Eastern Towhee,Carole Swann,3/25/2019
147914131,40.8932768,-91.0720253,ML,Eastern Towhee,Bobby Wilcox,3/29/2019
148058801,41.164574,-80.102373,ML,Eastern Towhee,Alexander Morgan,3/30/2019
148247071,39.9591784,-75.4505553,ML,Eastern Towhee,David Eberly,3/31/2019
148329601,30.0130712,-81.4052582,ML,Eastern Towhee,Brett Moyer_,3/31/2019
148363871,31.033433,-81.415014,ML,Eastern Towhee,Jeffrey Roth,3/28/2019
148436631,40.80082,-77.87318,ML,Eastern Towhee,Joe Gyekis,4/1/2019
148584711,30.2594396,-92.8950396,ML,Eastern Towhee,Robert Dobbs,4/1/2019
148878531,35.9727034,-87.1413087,ML,Eastern Towhee,Brian Hendrix,4/1/2019
149006641,36.4954235,-80.0250149,ML,Eastern Towhee,Martin Wall,4/4/2019
149182681,35.9511223,-84.2392109,ML,Eastern Towhee,Colin Sumrall,4/5/2019
149182811,36.49165,-79.7661602,ML,Eastern Towhee,Martin Wall,3/17/2019
149232751,40.1824734,-88.4262085,ML,Eastern Towhee,Thomas Anderson,4/5/2019
149325451,39.6277715,-79.8673439,ML,Eastern Towhee,Gordon Dimmig,4/6/2019
149381791,35.8971717,-78.6593246,ML,Eastern Towhee,LynnErla Beegle,4/6/2019
149405341,25.9851288,-81.4937067,ML,Eastern Towhee,Bente Torvund,4/6/2019
149409801,39.7604929,-82.8679419,ML,Eastern Towhee,Jeffrey Roth,4/6/2019
149544591,39.1919236,-84.555172,ML,Eastern Towhee,Steve Pelikan,4/7/2019
149714061,39.0971869,-92.3515463,ML,Eastern Towhee,Joanna Reuter,4/7/2019
149875761,29.6220792,-82.3079824,ML,Eastern Towhee,Gabriel Gonzalez,1/17/2019
149927421,38.2817914,-85.5584292,ML,Eastern Towhee,Sunil Thirkannad,4/8/2019
150030991,41.6630489,-86.0635149,ML,Eastern Towhee,Eric Michael,4/9/2019
150064511,28.0808599,-82.0764938,ML,Eastern Towhee,Brenton Reyner,3/13/2019
150140681,38.6455061,-77.2361183,ML,Eastern Towhee,Laura Sebastianelli,4/9/2019
150277591,39.0544658,-76.7228569,ML,Eastern Towhee,Elissa Weidaw,4/10/2019
150301201,39.706767,-82.604415,ML,Eastern Towhee,Jeffrey Roth,4/10/2019
150408991,38.21197,-86.12187,ML,Eastern Towhee,Winnie Mikeska,4/11/2019
150655061,41.880106,-83.6895561,ML,Eastern Towhee,Robert Bochenek,4/12/2019
150660981,30.6567786,-84.2087889,ML,Eastern Towhee,Natasza Fontaine,4/12/2019
150754511,40.029849,-75.8473563,ML,Eastern Towhee,John Mercer,4/13/2019
150821641,33.1477339,-79.3961066,ML,Eastern Towhee,Carl Miller,4/13/2019
150915951,35.9991197,-86.4874361,ML,Eastern Towhee,Carole Swann,4/12/2019
150929371,39.940098,-83.03271,ML,Eastern Towhee,Zebedee Muller,4/13/2019
151010831,37.462891,-77.9100446,ML,Eastern Towhee,Darrell Peterson,4/14/2019
151026231,44.050324,-77.5174767,ML,Eastern Towhee,David Bree,4/13/2019
151038581,35.105192,-81.2694073,ML,Eastern Towhee,Steven Biggers,4/14/2019
151187251,42.9298451,-79.2544055,ML,Eastern Towhee,Judy Robins,4/7/2019
151282361,41.9231632,-82.5119376,ML,Eastern Towhee,Aaron Marshall,5/11/2018
151337491,40.0653229,-87.9867235,ML,Eastern Towhee,Thomas Anderson,4/15/2019
151543561,38.2817914,-85.5584292,ML,Eastern Towhee,Sunil Thirkannad,4/16/2019
151566591,43.1154766,-85.5174665,ML,Eastern Towhee,Zach DeBruine,4/16/2019
151580791,43.137133,-90.235899,ML,Eastern Towhee,David Drews,4/16/2019
151632721,43.137133,-90.235899,ML,Eastern Towhee,David Drews,4/17/2019
151655381,43.5287596,-73.2130133,ML,Eastern Towhee,Joel Tilley,4/17/2019
151712201,42.87518,-86.180448,ML,Eastern Towhee,Carl & Judi Manning,4/9/2019
151750021,38.636316,-90.296545,ML,Eastern Towhee,Kendell Loyd,4/13/2019
151757411,39.0544658,-76.7228569,ML,Eastern Towhee,Elissa Weidaw,4/17/2019
151858131,42.4736796,-71.649313,ML,Eastern Towhee,Nick Tepper,4/18/2019
151923961,42.4086088,-85.3983808,ML,Eastern Towhee,Thomas Koffel,4/18/2019
152027921,45.1446366,-80.1138496,ML,Eastern Towhee,Iain Fleming,6/5/2015
152069741,43.5287596,-73.2130133,ML,Eastern Towhee,Joel Tilley,4/19/2019
152086731,41.0020711,-73.923043,ML,Eastern Towhee,Kriss Replogle,4/19/2019
152116361,40.0797716,-82.5028564,ML,Eastern Towhee,Brad Imhoff,4/17/2019
152183091,32.90017,-79.62438,ML,Eastern Towhee,Matthew Danihel,4/18/2019
152255491,42.7061764,-71.6148992,ML,Eastern Towhee,Christopher McPherson,4/20/2019
152287321,41.45125,-73.441287,ML,Eastern Towhee,Nathan  Schoonover,4/20/2019
152304441,41.2033844,-81.4641901,ML,Eastern Towhee,Susan Carpenter,4/20/2019
152491451,41.4174633,-82.6037213,ML,Eastern Towhee,Josh Davidson,4/21/2019
152498161,44.4096886,-77.5465679,ML,Eastern Towhee,Tom Wheatley,4/21/2019
152526941,35.8893402,-78.6553067,ML,Eastern Towhee,LynnErla Beegle,4/20/2019
152532371,42.733799,-70.7903976,ML,Eastern Towhee,John Carroll,4/21/2019
152758641,33.9362392,-84.5965719,ML,Eastern Towhee,Eric Cormier,3/2/2019
152782751,43.4844036,-72.393348,ML,Eastern Towhee,Coleen Lawlor,4/22/2019
152872721,42.4670478,-73.2382321,ML,Eastern Towhee,Stefan Townsend,4/21/2019
152892931,45.3750393,-72.6262456,ML,Eastern Towhee,David Trescak,4/22/2019
152929321,43.2473128,-79.9935794,ML,Eastern Towhee,Nicole Richardson,4/22/2019
152940481,40.7234318,-80.0883094,ML,Eastern Towhee,Clark Teeman,4/21/2019
152941161,41.2701946,-80.4597259,ML,Eastern Towhee,MiMi Hoffmaster<U+0001F99C>,4/22/2019
152956071,40.7460974,-80.0270426,ML,Eastern Towhee,Clark Teeman,4/19/2019
152981631,35.8856064,-84.1208394,ML,Eastern Towhee,Colin Sumrall,4/21/2019
153009101,44.5590717,-77.1170926,ML,Eastern Towhee,Tom Wheatley,4/23/2019
153165191,41.1049808,-87.4394632,ML,Eastern Towhee,Eric Michael,4/21/2019
153190681,41.8547833,-71.1776575,ML,Eastern Towhee,Joel Eckerson,4/23/2019
153255201,42.2400118,-72.6513112,ML,Eastern Towhee,Mary McKitrick,4/23/2019
153383091,36.1667564,-86.7245069,ML,Eastern Towhee,Gregg Severson,4/23/2019
153631601,32.9178613,-85.1910001,ML,Eastern Towhee,John McMahan,4/24/2019
153645931,42.5499821,-86.1178436,ML,Eastern Towhee,Robert Bochenek,4/23/2019
153696311,40.9993797,-75.1110234,ML,Eastern Towhee,Lisa Carol Wolf,4/24/2019
153745941,40.7770045,-73.9688114,ML,Eastern Towhee,Daniel Martínez,4/23/2019
153790031,41.1098093,-73.8352114,ML,Eastern Towhee,valerie heemstra,4/25/2019
153845651,41.9130258,-70.5681799,ML,Eastern Towhee,Evan Lipton,4/23/2019
153883751,42.2681633,-85.6025076,ML,Eastern Towhee,Todd Alfes,4/25/2019
154177441,41.6681638,-71.2549775,ML,Eastern Towhee,Luis Mendes,4/25/2019
154242111,40.1103364,-75.4445529,ML,Eastern Towhee,Scott Godshall,4/26/2019
154281861,43.7325888,-73.3176008,ML,Eastern Towhee,Craig Provost,4/27/2019
154388631,35.90239,-84.145668,ML,Eastern Towhee,Colin Sumrall,4/28/2019
154390201,35.9511223,-84.2392109,ML,Eastern Towhee,Colin Sumrall,4/28/2019
154535621,39.076399,-94.931211,ML,Eastern Towhee,Kathy Carroll,4/27/2019
154549151,39.0778753,-76.7713881,ML,Eastern Towhee,Chas Argent,4/28/2019
154593431,39.0544658,-76.7228569,ML,Eastern Towhee,Elissa Weidaw,4/28/2019
155071841,40.6242696,-73.2622342,ML,Eastern Towhee,Taylor Sturm,4/30/2019
155211581,42.522032,-76.518992,ML,Eastern Towhee,Brad Walker,5/1/2019
155247841,38.764324,-78.683042,ML,Eastern Towhee,Claire  Kluskens,4/28/2019
155449911,39.4546078,-84.2184999,ML,Eastern Towhee,Austin Langdon,5/2/2019
156152231,43.40066,-70.62553,ML,Eastern Towhee,Robert O'Connell,5/4/2019
156233351,42.522032,-76.518992,ML,Eastern Towhee,Brad Walker,5/5/2019
156242621,42.7288824,-76.9038166,ML,Eastern Towhee,Brad Walker,5/4/2019
156271611,41.699187,-71.772071,ML,Eastern Towhee,Matthew Schenck,5/1/2019
156478421,42.9016609,-73.2996011,ML,Eastern Towhee,Rita Reed,5/6/2019
156664041,43.6328577,-73.2698326,ML,Eastern Towhee,Roy Pilcher,5/6/2019
156793681,39.7267126,-76.1638141,ML,Eastern Towhee,Josh Schulz,5/4/2019
157065611,43.40066,-70.62553,ML,Eastern Towhee,Fyn Kynd,5/4/2019
157159781,35.9834008,-82.1992881,ML,Eastern Towhee,Kathy Woolsey,5/2/2019
157183731,42.8402669,-77.2544437,ML,Eastern Towhee,Elizabeth Padgett,5/8/2019
157327471,41.9213607,-86.5810794,ML,Eastern Towhee,Matt Hysell,5/9/2019
157438401,40.7460974,-80.0270426,ML,Eastern Towhee,Clark Teeman,4/23/2019
157489281,44.231315,-80.086441,ML,Eastern Towhee,Dan J. MacNeal,5/3/2019
157562511,40.0111783,-76.6578555,ML,Eastern Towhee,Dean Newhouse,5/8/2019
157802391,42.7411003,-70.7965012,ML,Eastern Towhee,Louis Sokolow,5/11/2019
157802781,42.7272234,-71.6722542,ML,Eastern Towhee,Christopher McPherson,5/11/2019
157959161,40.7044201,-77.1947866,ML,Eastern Towhee,Joe Gyekis,5/11/2019
158052751,25.9851288,-81.4937067,ML,Eastern Towhee,Bente Torvund,5/12/2019
158065191,35.1277712,-75.9229088,ML,Eastern Towhee,Carly Wainwright,5/6/2019
158315481,44.014793,-93.2786465,ML,Eastern Towhee,Paul Suchanek,5/10/2019
158333861,44.1540066,-94.0786958,ML,Eastern Towhee,Sarah Taylor,5/2/2019
158341181,44.1637048,-94.1019344,ML,Eastern Towhee,Sarah Taylor,5/3/2019
158847151,40.9769011,-80.0032783,ML,Eastern Towhee,Clark Teeman,5/11/2019
158867201,41.760788,-69.978581,ML,Eastern Towhee,Nick Tepper,5/16/2019
158949101,38.150792,-77.338442,ML,Eastern Towhee,Blaine Carnes,5/15/2019
162657271,41.3386129,-71.8766141,ML,Eastern Towhee,Callan Murphy,5/22/2019
162662281,36.672127,-75.915661,ML,Eastern Towhee,Karen & Tom Beatty,6/4/2019
162664991,41.7929139,-72.7904105,ML,Eastern Towhee,Hugh Whelan,6/4/2019
162697001,41.9212946,-73.672754,ML,Eastern Towhee,valerie heemstra,6/1/2019
162735971,42.5172201,-83.5614109,ML,Eastern Towhee,Robert Bochenek,6/3/2019
162770991,35.587733,-82.340256,ML,Eastern Towhee,Martin Wall,6/3/2019
162918161,42.0089474,-91.5731865,ML,Eastern Towhee,Brandon Caswell,5/31/2019
162970701,30.573496,-84.761975,ML,Eastern Towhee,David Simpson,6/3/2019
163040971,44.3407009,-73.1262875,ML,Eastern Towhee,Paul Wieczoreck,6/2/2019
163094871,42.2930453,-76.6550678,ML,Eastern Towhee,Jay McGowan,6/7/2019
163271241,41.1098093,-73.8352114,ML,Eastern Towhee,valerie heemstra,6/8/2019
163394211,35.9511223,-84.2392109,ML,Eastern Towhee,Colin Sumrall,6/9/2019
163501611,28.8786503,-82.6148486,ML,Eastern Towhee,David Simpson,5/28/2019
163817321,38.6455061,-77.2361183,ML,Eastern Towhee,Mary Fredenburgh,5/25/2019
163843021,44.0709371,-79.5184851,ML,Eastern Towhee,Steve Kinsley,6/11/2019
163853171,40.927481,-73.088553,ML,Eastern Towhee,Carol Brand,6/4/2019
163913861,42.76075,-70.9151,ML,Eastern Towhee,Marjorie Watson,6/12/2019
163923971,42.544628,-76.799615,ML,Eastern Towhee,Jan Cubilla,6/12/2019
163925101,42.470331,-76.795456,ML,Eastern Towhee,Todd Alfes,6/12/2019
163938651,42.544628,-76.799615,ML,Eastern Towhee,Orlando Acevedo Charry,6/12/2019
164020661,41.6681638,-71.2549775,ML,Eastern Towhee,Luis Mendes,6/11/2019
164040741,36.9939155,-91.3042831,ML,Eastern Towhee,Michael S Taylor,6/13/2019
164058131,45.9800415,-92.3560086,ML,Eastern Towhee,Bill Schmoker,6/13/2019
164070761,42.2930453,-76.6550678,ML,Eastern Towhee,Roselvy Juárez,6/13/2019
164187181,43.6834578,-73.3759904,ML,Eastern Towhee,Roy Pilcher,6/12/2019
164200211,45.9800415,-92.3560086,ML,Eastern Towhee,Bill Schmoker,6/14/2019
164276591,42.544628,-76.799615,ML,Eastern Towhee,Roselvy Juárez,6/12/2019
164297451,42.2774083,-76.6636598,ML,Eastern Towhee,Kristina Hannam,6/13/2019
164410291,42.2774083,-76.6636598,ML,Eastern Towhee,Simone Dena,6/13/2019
164421061,42.833587,-74.2869651,ML,Eastern Towhee,Marianne Friers,6/15/2019
164456511,41.6681638,-71.2549775,ML,Eastern Towhee,Luis Mendes,6/15/2019
164767991,44.07455,-73.351,ML,Eastern Towhee,Lewis Holmes,6/18/2019
164916361,42.6728314,-70.9100103,ML,Eastern Towhee,Shilo McDonald,6/18/2019
164944331,43.6328577,-73.2698326,ML,Eastern Towhee,Roy Pilcher,6/19/2019
165034051,42.2140008,-71.2371511,ML,Eastern Towhee,Frank Lehman,6/19/2019
165035501,40.1686397,-75.7207732,ML,Eastern Towhee,Sheryl Johnson,6/19/2019
165076151,35.087966,-89.790047,ML,Eastern Towhee,Norman Soskel,8/13/2017
165076641,35.087966,-89.790047,ML,Eastern Towhee,Norman Soskel,4/19/2017
165235641,45.3260419,-76.3672959,ML,Eastern Towhee,Suzanne Britton,6/21/2019
165321301,42.5172201,-83.5614109,ML,Eastern Towhee,Robert Bochenek,6/22/2019
165337891,43.2521732,-81.8575738,ML,Eastern Towhee,Dan J. MacNeal,6/11/2019
165439771,42.7466592,-71.7079653,ML,Eastern Towhee,Christopher McPherson,6/23/2019
165514271,42.522032,-76.518992,ML,Eastern Towhee,Brad Walker,6/23/2019
165544891,43.9703336,-79.6214819,ML,Eastern Towhee,Steve Kinsley,6/19/2019
165583021,42.76075,-70.9151,ML,Eastern Towhee,Shilo McDonald,6/23/2019
165707571,34.111839,-84.215839,ML,Eastern Towhee,Harold Brewer,6/25/2019
165783411,36.8164311,-76.133709,ML,Eastern Towhee,Steve Myers,6/25/2019
165813681,40.7500205,-80.0279546,ML,Eastern Towhee,Clark Teeman,6/23/2019
165866171,43.106565,-83.558937,ML,Eastern Towhee,Thomas Baumgart,6/26/2019
165878151,30.452468,-83.89395,ML,Eastern Towhee,Daphne Asbell,6/26/2019
165886701,39.5806056,-93.5895028,ML,Eastern Towhee,Matt Longabaugh,6/24/2019
165986551,39.852675,-86.312854,ML,Eastern Towhee,Scott Jackson,6/27/2019
166042421,41.7309318,-91.7271904,ML,Eastern Towhee,Jayden  Bowen,6/27/2019
166140231,35.0911459,-89.7896529,ML,Eastern Towhee,Norman Soskel,5/31/2019
166141681,35.0911459,-89.7896529,ML,Eastern Towhee,Norman Soskel,5/11/2015
166162651,42.8255015,-86.1849246,ML,Eastern Towhee,Carl & Judi Manning,6/28/2019
166226091,37.877167,-87.479496,ML,Eastern Towhee,Charles  Crawford,6/29/2019
166255821,41.1942816,-93.9957561,ML,Eastern Towhee,Sharon Bauer,6/29/2019
166309221,40.1422203,-75.345735,ML,Eastern Towhee,Brian Henderson,6/3/2017
166345261,39.7194064,-77.9381753,ML,Eastern Towhee,Wil Hershberger,6/30/2019
166368611,41.8485932,-88.5655117,ML,Eastern Towhee,Jay Sturner,6/29/2019
166415671,35.105192,-81.2694073,ML,Eastern Towhee,Steven Biggers,6/28/2019
166585131,45.0884902,-74.2163372,ML,Eastern Towhee,Daniel Jauvin,7/1/2019
166640791,42.0881122,-70.6772727,ML,Eastern Towhee,Shilo McDonald,7/1/2019
166769461,43.3940482,-70.6263399,ML,Eastern Towhee,Andy McGann,6/15/2019
167042561,43.9202607,-70.9006995,ML,Eastern Towhee,Sean Smith,7/4/2019
167051611,35.0911459,-89.7896529,ML,Eastern Towhee,Norman Soskel,7/5/2019
167127331,39.8806751,-86.3223267,ML,Eastern Towhee,Scott Jackson,7/6/2019
167129271,35.9511223,-84.2392109,ML,Eastern Towhee,Colin Sumrall,7/6/2019
167160361,44.435923,-89.284165,ML,Eastern Towhee,Michael Gray,6/19/2019
167210851,35.272025,-83.6789456,ML,Eastern Towhee,Gary Leavens,7/6/2019
167301601,43.0787943,-89.6722985,ML,Eastern Towhee,David Liebl,7/7/2019
167426041,39.053164,-76.714052,ML,Eastern Towhee,Elissa Weidaw,7/7/2019
167490501,42.7004725,-78.3782845,ML,Eastern Towhee,Joseph Petre,7/6/2019
167512581,44.0021344,-70.9473461,ML,Eastern Towhee,Sean Smith,7/8/2019
167523711,49.0177893,-98.2638427,ML,Eastern Towhee,Ryan Wiebe,7/7/2019
167594001,43.3337835,-70.5414327,ML,Eastern Towhee,Bruce Cole,7/9/2019
167642161,40.4392518,-73.9869263,ML,Eastern Towhee,Brady Bailo,7/6/2019
167665371,44.245835,-68.91915,ML,Eastern Towhee,Mark Forney,7/10/2019
167724021,43.2328847,-80.0072479,ML,Eastern Towhee,Stephen Chase,7/7/2019
167742141,44.8000061,-92.8238495,ML,Eastern Towhee,Larry Sirvio,7/10/2019
168031261,39.852675,-86.312854,ML,Eastern Towhee,Scott Jackson,7/13/2019
168031801,41.7359025,-88.5096359,ML,Eastern Towhee,Andrew Lawrence,7/4/2019
168044881,32.5342955,-82.4565983,ML,Eastern Towhee,Jim Ferrari,7/12/2019
168097991,28.486186,-81.1079327,ML,Eastern Towhee,Brady Bailo,7/13/2019
168143011,28.6690476,-81.56128,ML,Eastern Towhee,Gary Leavens,7/13/2019
168155521,39.8636998,-86.2846384,ML,Eastern Towhee,Scott Jackson,7/14/2019
168323741,42.5426153,-76.7982316,ML,Eastern Towhee,Subramanian Sankar,6/12/2019
168342961,43.2547052,-81.8364716,ML,Eastern Towhee,Scott  Connop,7/15/2019
168348501,40.3249815,-74.8880956,ML,Eastern Towhee,Jeffrey Mollenhauer,7/15/2019
168421161,38.989225,-76.933841,ML,Eastern Towhee,Lance Benner,5/2/2019
168446991,39.8584554,-86.2901616,ML,Eastern Towhee,Scott Jackson,7/16/2019
168531741,40.8638744,-73.5580158,ML,Eastern Towhee,Barbara S,7/14/2019
168645971,39.0534423,-77.0319217,ML,Eastern Towhee,Kevin Ebert,7/9/2019
168696201,40.1530757,-83.020699,ML,Eastern Towhee,Christine Stoughton Root,7/18/2019
168720001,43.9266513,-79.4589139,ML,Eastern Towhee,Frank Pinilla,4/21/2019
168737411,38.5024,-78.443,ML,Eastern Towhee,Mark Oberle,6/16/2010
168827531,28.589,-82.25916,ML,Eastern Towhee,deborah grimes,7/5/2019
168853201,41.4434217,-73.9734641,ML,Eastern Towhee,Nicholas Comparato,6/14/2019
168927671,42.5994495,-84.5924488,ML,Eastern Towhee,John Kirk,7/20/2019
168932751,45.2394462,-92.7429771,ML,Eastern Towhee,Robin Maercklein,7/19/2019
168996231,36.036631,-81.8954074,ML,Eastern Towhee,Charles  Crawford,7/18/2019
169072721,39.1253997,-84.2434222,ML,Eastern Towhee,Glen Chapman,7/15/2019
169113431,41.6681638,-71.2549775,ML,Eastern Towhee,Luis Mendes,7/20/2019
169154441,32.593439,-85.483951,ML,Eastern Towhee,Marie Burdett,7/20/2019
169165941,35.0911459,-89.7896529,ML,Eastern Towhee,Norman Soskel,7/21/2019
169216461,40.753899,-74.3352509,ML,Eastern Towhee,Kriss Replogle,7/21/2019
169244751,39.0330194,-79.3305588,ML,Eastern Towhee,Laura Gooch,6/15/2019
169271671,36.946231,-86.442949,ML,Eastern Towhee,Rickey Shive,7/22/2019
169281141,40.0111783,-76.6578555,ML,Eastern Towhee,Dean Newhouse,7/22/2019
169307631,40.5888889,-73.5566667,ML,Eastern Towhee,Scott  Yale,7/21/2019
169311271,43.625403,-73.3733477,ML,Eastern Towhee,Marvin Elliott,6/7/2019
169446101,39.053164,-76.714052,ML,Eastern Towhee,Elissa Weidaw,7/23/2019
169577971,35.9626024,-87.9627013,ML,Eastern Towhee,Brian Henderson,7/13/2013
169804711,42.11877,-71.2077,ML,Eastern Towhee,Cristina Hartshorn,7/25/2019
169843321,39.7194064,-77.9381753,ML,Eastern Towhee,Wil Hershberger,7/26/2019
169898961,38.949853,-74.856746,ML,Eastern Towhee,Tom Nolan,7/26/2019
169971531,39.7194064,-77.9381753,ML,Eastern Towhee,Wil Hershberger,7/27/2019
170016771,42.7077712,-71.6141546,ML,Eastern Towhee,Christopher McPherson,7/27/2019
170062431,42.76075,-70.9151,ML,Eastern Towhee,Shilo McDonald,7/26/2019
170148491,25.9940012,-81.2626505,ML,Eastern Towhee,Bente Torvund,7/27/2019
171088211,42.633994,-70.666039,ML,Eastern Towhee,Richard Littauer,7/23/2019
171127471,42.7819783,-70.8085001,ML,Eastern Towhee,Damon Haan,5/23/2019
171291161,38.9882374,-76.3268967,ML,Eastern Towhee,Jonathan Irons,8/3/2019
171385001,40.6170296,-73.8244561,ML,Eastern Towhee,Mickey Ryan,8/5/2019
171455441,30.6391531,-83.8195409,ML,Eastern Towhee,Daphne Asbell,8/6/2019
171569761,43.6860421,-73.3330498,ML,Eastern Towhee,Roy Pilcher,8/6/2019
171574731,38.148057,-77.322446,ML,Eastern Towhee,Blaine Carnes,7/9/2019
172059841,40.8932768,-91.0720253,ML,Eastern Towhee,Bobby Wilcox,8/10/2019
172478421,30.0563379,-81.8468812,ML,Eastern Towhee,Jeff Graham,8/14/2019
172497241,40.1824734,-88.4262085,ML,Eastern Towhee,Thomas Anderson,8/14/2019
172990461,27.2445024,-80.6908941,ML,Eastern Towhee,Bill Pranty,8/10/2019
173490361,44.516874,-68.630898,ML,Eastern Towhee,Jonah Levy,7/31/2019
173600371,30.6567786,-84.2087889,ML,Eastern Towhee,Natasza Fontaine,8/16/2019
173837171,36.502541,-81.39528,ML,Eastern Towhee,Martin Wall,8/10/2019
173936791,27.7844925,-81.0234833,ML,Eastern Towhee,Daphne Asbell,8/22/2019
174350421,45.1799361,-81.3418133,ML,Eastern Towhee,Rob Porter,7/18/2019
174381351,41.3570331,-81.8243694,ML,Eastern Towhee,Glen Chapman,7/13/2019
176325891,40.6990478,-96.6855294,ML,Eastern Towhee,Daniel Leger,5/5/2010
177342491,42.7379351,-77.6945829,ML,Eastern Towhee,August Hazel,7/11/2019
178041651,42.7639008,-70.8022995,ML,Eastern Towhee,Liam Ragan,8/6/2019
183103081,40.4307,-79.9134,ML,Eastern Towhee,Marky Mutchler,5/13/2019
188551381,40.6785551,-95.6919479,ML,Eastern Towhee,David De Rivera Tønnessen,6/8/2019
188891911,42.514358,-76.790038,ML,Eastern Towhee,Matthew D. Medler,4/30/2017
196782791,39.923916,-75.724318,ML,Eastern Towhee,Brian Henderson,7/21/2018
207069371,32.163116,-80.7730293,ML,Eastern Towhee,Don Bemont,2/3/2020
209045961,35.786709,-83.864536,ML,Eastern Towhee,Harumi Umi,2/12/2020
209390681,40.1387321,-75.3271124,ML,Eastern Towhee,Brian Henderson,5/3/2017
209407841,39.0321091,-79.4132484,ML,Eastern Towhee,Brian Henderson,7/1/2017
210054851,32.8388,-83.6077,ML,Eastern Towhee,Anne Armstrong,2/17/2020
210797911,30.471059,-81.893067,ML,Eastern Towhee,David Simpson,2/17/2020
211640061,37.18241,-84.747035,ML,Eastern Towhee,Marie Chappell,6/12/2019
212397481,26.8582653,-81.9401121,ML,Eastern Towhee,Hugh Whelan,2/29/2020
212781381,35.105192,-81.2694073,ML,Eastern Towhee,Steven Biggers,3/1/2020
215327351,33.7893664,-84.3740022,ML,Eastern Towhee,Mark Holmgren,3/13/2020
215500581,35.105192,-81.2694073,ML,Eastern Towhee,Steven Biggers,3/14/2020
216038051,37.35873,-90.02369,ML,Eastern Towhee,Michael S Taylor,3/17/2020
216244141,40.3402349,-75.1714262,ML,Eastern Towhee,Kerry Loux,3/9/2020
